Current p53 cistrome Gene Symbol,Gene(s),Peak w/DEGs,Peak w/o DEGs,up,down,Gene,Gene ID,Current p53 cistrome Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF767P,ZNF767P|79970,2,1,2,,ZNF767P,79970,ZNF767P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRBA1,KRBA1|84626,2,0,2,,KRBA1,84626,KRBA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALNT11,GALNT11|63917,2,9,2,,GALNT11,63917,GALNT11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESYT2,ESYT2|57488,1,11,1,,ESYT2,57488,ESYT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM87A,FAM87A|157693,1,2,1,,FAM87A,157693,FAM87A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMTN,DMTN|2039,1,5,1,,DMTN,2039,DMTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A14,SLC39A14|23516,1,4,,1,SLC39A14,23516,SLC39A14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM2,PDLIM2|64236,1,1,,1,PDLIM2,64236,PDLIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC286059,LOC286059|286059,2,6,2,,LOC286059,286059,LOC286059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10B,TNFRSF10B|8795,11,4,11,,TNFRSF10B,8795,TNFRSF10B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10C,TNFRSF10C|8794,3,2,3,,TNFRSF10C,8794,TNFRSF10C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10D,TNFRSF10D|8793,5,2,5,,TNFRSF10D,8793,TNFRSF10D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10A,TNFRSF10A|8797;LOC389641|389641,4,3,4,,TNFRSF10A,8797,TNFRSF10A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC389641,TNFRSF10A|8797;LOC389641|389641,2,3,2,,LOC389641,389641,LOC389641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM35,TRIM35|23087,3,2,3,,TRIM35,23087,TRIM35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBPMS,RBPMS|11030,1,2,,1,RBPMS,11030,RBPMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANK1,ANK1|286,3,11,3,,ANK1,286,ANK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAT,PLAT|5327,2,0,2,,PLAT,5327,PLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC20A2,SLC20A2|6575,2,0,,2,SLC20A2,6575,SLC20A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGS20,RGS20|8601,3,5,3,,RGS20,8601,RGS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGS1,TGS1|96764,1,12,1,,TGS1,96764,TGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM68,TGS1|96764;TMEM68|137695,2,3,2,,TMEM68,137695,TMEM68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX,TOX|9760,2,0,,2,TOX,9760,TOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM55,TRIM55|84675,2,13,2,,TRIM55,84675,TRIM55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRS1,RRS1|23212;ADHFE1|137872;RRS1-AS1|100505676,1,1,,1,RRS1,23212,RRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCOA2,NCOA2|10499,1,3,,1,NCOA2,10499,NCOA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDH10,RDH10|157506;RPL7|6129,1,0,1,,RDH10,157506,RDH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPD52,TPD52|7163,2,10,1,1,TPD52,7163,TPD52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM64,TMEM64|169200,1,7,1,,TMEM64,169200,TMEM64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESRP1,ESRP1|54845;LOC100288748|100288748,1,2,1,,ESRP1,54845,ESRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53INP1,TP53INP1|94241,12,1,12,,TP53INP1,94241,TP53INP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC101927221,LOC101927221|101927221,2,14,2,,LOC101927221,101927221,LOC101927221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRM2B,LOC101927221|101927221;RRM2B|50484,4,2,4,,RRM2B,50484,RRM2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXT1,EXT1|2131,1,3,,1,EXT1,2131,EXT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPTOR,DEPTOR|64798,1,0,,1,DEPTOR,64798,DEPTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNTB1,SNTB1|6641,2,2,,2,SNTB1,6641,SNTB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATAD2,ATAD2|29028,1,0,,1,ATAD2,29028,ATAD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIB1,TRIB1|10221,1,3,1,,TRIB1,10221,TRIB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM84B,FAM84B|157638,3,3,3,,FAM84B,157638,FAM84B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR1204,MIR1204|100302185,4,12,4,,MIR1204,100302185,MIR1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVT1,PVT1|5820,1,2,1,,PVT1,5820,PVT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY6D,LY6D|8581,1,1,1,,LY6D,8581,LY6D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM83H,FAM83H|286077,1,2,1,,FAM83H,286077,FAM83H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TONSL,TONSL|4796,2,11,,2,TONSL,4796,TONSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOCK8,DOCK8|81704,2,6,2,,DOCK8,81704,DOCK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFX3,RFX3|5991,2,8,1,1,RFX3,5991,RFX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A1,SLC1A1|6505,2,0,,2,SLC1A1,6505,SLC1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK3,AK3|50808,2,8,2,,AK3,50808,AK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL33,IL33|90865,1,7,1,,IL33,90865,IL33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LURAP1L,LURAP1L|286343;LURAP1L-AS1|101929467,1,5,1,,LURAP1L,286343,LURAP1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFIB,NFIB|4781,1,0,,1,NFIB,4781,NFIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNC2,BNC2|54796,2,1,,2,BNC2,54796,BNC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACER2,ACER2|340485,3,5,3,,ACER2,340485,ACER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUSC1,TUSC1|286319,1,2,1,,TUSC1,286319,TUSC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQP3,AQP3|360,1,1,1,,AQP3,360,AQP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM8B,TMEM8B|51754,2,8,2,,TMEM8B,51754,TMEM8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRCT1,LINC00961|158376;HRCT1|646962,4,2,4,,HRCT1,646962,HRCT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANXA1,ANXA1|301,1,0,1,,ANXA1,301,ANXA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCSK5,PCSK5|5125,1,1,1,,PCSK5,5125,PCSK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPSAP9,RPSAP9|653162,1,3,1,,RPSAP9,653162,RPSAP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNA14,GNA14|9630,2,8,2,,GNA14,9630,GNA14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK,SYK|6850,1,0,1,,SYK,6850,SYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00475,LINC00475|158314,4,12,4,,LINC00475,158314,LINC00475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NINJ1,NINJ1|4814,9,3,9,,NINJ1,4814,NINJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP2,AKAP2|11217,1,1,1,,AKAP2,11217,AKAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF618,ZNF618|114991,2,4,,2,ZNF618,114991,ZNF618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL27A1,COL27A1|85301,1,0,1,,COL27A1,85301,COL27A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHRN,DFNB31|25861,1,1,1,,DFNB31,25861,WHRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTN2,ASTN2|23245;TRIM32|22954,5,6,5,,ASTN2,23245,ASTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM18,RBM18|92400;MRRF|92399,1,3,1,,RBM18,92400,RBM18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF79,ZNF79|7633,6,5,6,,ZNF79,7633,ZNF79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK1,AK1|203,1,0,1,,AK1,203,AK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01503,LINC01503|100506119,1,6,1,,LINC01503,100506119,LINC01503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMC3,LAMC3|10319,2,1,2,,LAMC3,10319,LAMC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETX,SETX|23064,1,0,,1,SETX,23064,SETX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEL,CEL|1056,4,4,4,,CEL,1056,CEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RALGDS,RALGDS|5900,1,3,1,,RALGDS,5900,RALGDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXRA,RXRA|6256,1,4,,1,RXRA,6256,RXRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMSAP1,CAMSAP1|157922,1,2,,1,CAMSAP1,157922,CAMSAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH1,NOTCH1|4851;MIR4674|100616301,4,12,4,,NOTCH1,4851,NOTCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC183,CCDC183|84960,1,0,1,,CCDC183,84960,CCDC183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMDC4,MAMDC4|158056,2,12,2,,MAMDC4,158056,MAMDC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRDC1,ARRDC1|92714,1,2,1,,ARRDC1,92714,ARRDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP2C,DIP2C|22982;PRR26|414235,2,0,,2,DIP2C,22982,DIP2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00704,LINC00704|100216001,2,0,2,,LINC00704,100216001,LINC00704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF3,TAF3|83860,1,1,1,,TAF3,83860,TAF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELF2,CELF2|10659,1,8,1,,CELF2,10659,CELF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMT2,NMT2|9397,1,5,1,,NMT2,9397,NMT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HACD1,PTPLA|9200,1,0,,1,PTPLA,9200,HACD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASC10,CASC10|399726,2,0,2,,CASC10,399726,CASC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC1,DNAJC1|64215,1,1,,1,DNAJC1,64215,DNAJC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1217,KIAA1217|56243,1,4,1,,KIAA1217,56243,KIAA1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNY,CCNY|219771,1,0,,1,CCNY,219771,CCNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF37A,ZNF37A|7587,2,2,2,,ZNF37A,7587,ZNF37A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALOX5,ALOX5|240,1,0,1,,ALOX5,240,ALOX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCH8,MARCH8|220972,1,1,1,,MARCH8,220972,MARCH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRMPD2,FRMPD2|143162,1,10,1,,FRMPD2,143162,FRMPD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP22,ARHGAP22|58504,1,6,1,,ARHGAP22,58504,ARHGAP22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKG1,PRKG1|5592,1,0,,1,PRKG1,5592,PRKG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICC1,BICC1|80114,1,0,,1,BICC1,80114,BICC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM13C,FAM13C|220965,1,0,1,,FAM13C,220965,FAM13C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANK3,ANK3|288,3,7,1,2,ANK3,288,ANK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYSND1,TYSND1|219743,1,1,1,,TYSND1,219743,TYSND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODAL,NODAL|4838,2,0,1,1,NODAL,4838,NODAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC5B,UNC5B|219699;UNC5B-AS1|728978,3,3,1,2,UNC5B,219699,UNC5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC5B-AS1,UNC5B|219699;UNC5B-AS1|728978,2,3,2,,UNC5B-AS1,728978,UNC5B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDIT4,DDIT4|54541,3,8,1,2,DDIT4,54541,DDIT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK2G,CAMK2G|818,1,1,1,,CAMK2G,818,CAMK2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNMA1,KCNMA1|3778,1,6,,1,KCNMA1,3778,KCNMA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMIZ1,ZMIZ1|57178,3,9,1,2,ZMIZ1,57178,ZMIZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTEN,PTEN|5728,1,5,1,,PTEN,5728,PTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAS,FAS|355;ACTA2|59,14,2,14,,FAS,355,FAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTA2,FAS|355;ACTA2|59,8,2,8,,ACTA2,59,ACTA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANK1,PANK1|53354,5,3,5,,PANK1,53354,PANK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP1R3C,PPP1R3C|5507,1,4,1,,PPP1R3C,5507,PPP1R3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHEX,HHEX|3087,1,0,1,,HHEX,3087,HHEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDLIM1,PDLIM1|9124,5,7,5,,PDLIM1,9124,PDLIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOC1S2,BLOC1S2|282991,9,6,9,,BLOC1S2,282991,BLOC1S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPRC1,PPRC1|23082,2,0,,2,PPRC1,23082,PPRC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORCS7,C10orf32|119032;C10orf32-ASMT|100528007,2,7,2,,C10orf32,119032,BORCS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUB1,TRUB1|142940,1,2,1,,TRUB1,142940,TRUB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10orf88,C10orf88|80007,1,3,1,,C10orf88,80007,C10orf88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FANK1,FANK1|92565,2,6,2,,FANK1,92565,FANK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM196A,FAM196A|642938,2,1,2,,FAM196A,642938,FAM196A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTPRE,PTPRE|5791,2,5,2,,PTPRE,5791,PTPRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCERG1L-AS1,TCERG1L-AS1|101927489,1,11,1,,TCERG1L-AS1,101927489,TCERG1L-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC56,LRRC56|115399,2,3,2,,LRRC56,115399,LRRC56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS8L2,EPS8L2|64787,7,2,7,,EPS8L2,64787,EPS8L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDD1,PIDD1|55367,6,3,6,,PIDD1,55367,PIDD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUC2,MUC2|4583,1,0,1,,MUC2,4583,MUC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYT8,SYT8|90019,1,10,1,,SYT8,90019,SYT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSP1,LSP1|4046,1,1,1,,LSP1,4046,LSP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM5,TRIM5|85363,3,12,3,,TRIM5,85363,TRIM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMO1,LMO1|4004,1,0,1,,LMO1,4004,LMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICAL2,MICAL2|9645,1,7,,1,MICAL2,9645,MICAL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICALCL,MICALCL|84953,1,1,,1,MICALCL,84953,MICALCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASSF10,RASSF10|644943,1,0,1,,RASSF10,644943,RASSF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTBD10,BTBD10|84280,3,4,3,,BTBD10,84280,BTBD10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2F8,E2F8|79733,2,3,,2,E2F8,79733,E2F8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAV2,NAV2|89797,1,2,,1,NAV2,89797,NAV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAV2-AS2,NAV2-AS2|100874014,1,7,,1,NAV2-AS2,100874014,NAV2-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGR4,LGR4|55366,1,0,,1,LGR4,55366,LGR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIF18A,KIF18A|81930,2,1,,2,KIF18A,81930,KIF18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABTB2,ABTB2|25841,2,2,2,,ABTB2,25841,ABTB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A2,SLC1A2|6506,1,0,,1,SLC1A2,6506,SLC1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD82,CD82|3732,3,2,3,,CD82,3732,CD82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKAP5,CKAP5|9793,1,3,,1,CKAP5,9793,CKAP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
